source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
com.google.android.googlequicksearchbox/organic	not_set	not_set	not_set	Среда	not_set	70	304	23.03
google/cpc	not_set	not_set	not_set	Среда	not_set	55	267	20.6
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Воскресенье	not_set	10	77	12.99
yandex/cpc	not_set	not_set	not_set	Четверг	not_set	1014	3770	26.9
google/cpc	not_set	not_set	not_set	Пятница	not_set	8	48	16.67
away.vk.com/referral	not_set	not_set	not_set	Суббота	not_set	27	65	41.54
yandex.ru/organic	not_set	not_set	not_set	Среда	not_set	44	55	80
googleads.g.doubleclick.net/referral	not_set	not_set	not_set	Пятница	not_set	3	26	11.54
yandex.ru/organic	not_set	not_set	not_set	Четверг	not_set	61	82	74.39
none	not_set	not_set	not_set	Среда	not_set	2568	7972	32.21
www.google.kz/organic	not_set	not_set	not_set	Четверг	not_set	34	346	9.83
none	not_set	not_set	not_set	Вторник	not_set	3656	8027	45.55
confaelshop.ru/direct entry	not_set	not_set	not_set	Суббота	not_set	491	857	57.29
none/direct entry	not_set	not_set	not_set	Среда	not_set	171	622	27.49
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Четверг	not_set	279	2747	10.16
yandex/cpc	not_set	not_set	not_set	Воскресенье	not_set	108	289	37.37
yandex/cpc	not_set	not_set	not_set	Пятница	not_set	463	1094	42.32
www.google.ru/organic	not_set	not_set	not_set	Четверг	not_set	652	2669	24.43
www.google.com/organic	not_set	not_set	not_set	Пятница	not_set	43	102	42.16
vk/cpc	not_set	not_set	not_set	Суббота	not_set	51	90	56.67
www.google.com/organic	not_set	not_set	not_set	Среда	not_set	65	286	22.73
www.google.ru/organic	not_set	not_set	not_set	Воскресенье	not_set	35	98	35.71
none/direct entry	not_set	not_set	not_set	Воскресенье	not_set	18	26	69.23
tpc.googlesyndication.com/referral	not_set	not_set	not_set	Пятница	not_set	19	59	32.2
none	not_set	что купить на 8 марта	not_set	not_set	not_set	55	132	41.67
googleads.g.doubleclick.net/campaigns	not_set	(adwords) whatsapp-downloads.ru	not_set	not_set	not_set	2	42	4.76
none	not_set	подарок сестре на 8 марта	not_set	not_set	not_set	13	41	31.71
none	not_set	подарить маме	not_set	not_set	not_set	57	320	17.81
none	not_set	(adwords) page365.ru	not_set	not_set	not_set	6	53	11.32
none	not_set	что подарить на 8 марта подруге недорого	not_set	not_set	not_set	3	30	10
yandex/cpc	not_set	подарок для девушки	not_set	not_set	not_set	115	459	25.05
none/direct entry	not_set	none	not_set	not_set	not_set	853	3178	26.84
none	not_set	(adwords) www-5ka-card.ru	not_set	not_set	not_set	4	26	15.38
none	not_set	(adwords) chtomnepodarit.ru	not_set	not_set	not_set	9	43	20.93
yandex/cpc	not_set	что подарить свекрови на 8 марта	not_set	not_set	not_set	10	49	20.41
none	not_set	что можно подарить на 8 марта	not_set	not_set	not_set	7	38	18.42
yandex/cpc	not_set	наборы на 8 марта	not_set	not_set	not_set	31	58	53.45
none	not_set	(adwords) magnit-akcia.ru	not_set	not_set	not_set	2	22	9.09
none	not_set	конфаэль интернет магазин	not_set	not_set	not_set	82	42	195.24
none	not_set	подарки на 8 марта купить в спб	not_set	not_set	not_set	55	142	38.73
none	not_set	лучший подарок для девушки	not_set	not_set	not_set	7	31	22.58
none	not_set	подарки на 8 марта коллегам недорого	not_set	not_set	not_set	14	24	58.33
none	not_set	что купить жене на 8 марта	not_set	not_set	not_set	8	50	16
googleads.g.doubleclick.net/campaigns	not_set	(adwords) karamellka.ru	not_set	not_set	not_set	4	31	12.9
yandex/cpc	not_set	что подарить девушке на 8 марта недорогое	not_set	not_set	not_set	4	40	10
yandex/cpc	not_set	букет из конфет купить в спб	not_set	not_set	not_set	10	37	27.03
none	not_set	что подарить дочке на 8 марта	not_set	not_set	not_set	22	84	26.19
none	not_set	(adwords) skidkaonline.ru	not_set	not_set	not_set	39	84	46.43
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.infomesto.com	not_set	not_set	not_set	4	42	9.52
googleads.g.doubleclick.net/campaigns	not_set	(adwords) shkolapodarka.ru	not_set	not_set	not_set	10	40	25
yandex/cpc	not_set	подарить девушке	not_set	not_set	not_set	76	382	19.9
none	not_set	что подарить женщине на 8 марта	not_set	not_set	not_set	13	71	18.31
none	not_set	(adwords) sovets.net	not_set	not_set	not_set	3	26	11.54
none	not_set	фирменный кондитерский магазин	not_set	not_set	not_set	23	26	88.46
yandex/cpc	not_set	подарить свекрови	not_set	not_set	not_set	4	25	16
none	not_set	(adwords) karamellka.ru	not_set	not_set	not_set	12	40	30
yandex/cpc	not_set	подарки девочкам на 8 марта в школе	not_set	not_set	not_set	9	28	32.14
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 3d-galleru.ru	not_set	not_set	not_set	0	25	0
none	not_set	(adwords) fb.ru	not_set	not_set	not_set	6	32	18.75
none	not_set	(adwords) www.infomesto.com	not_set	not_set	not_set	3	39	7.69
google/cpc	not_set	none	not_set	not_set	not_set	32	110	29.09
googleads.g.doubleclick.net/campaigns	not_set	(adwords) klumba.guru	not_set	not_set	not_set	3	36	8.33
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.krupskaya-shop.ru	not_set	not_set	not_set	13	41	31.71
none	not_set	(adwords) www.13idei.ru	not_set	not_set	not_set	12	42	28.57
yandex/cpc	not_set	что подарить коллегам на 8 марта недорогое	not_set	not_set	not_set	13	52	25
googleads.g.doubleclick.net/campaigns	not_set	(adwords) nyaskory.ru	not_set	not_set	not_set	17	103	16.5
yandex/cpc	not_set	что купить на 8 марта девушки	not_set	not_set	not_set	5	26	19.23
none	not_set	оригинальный подарок для мамы	not_set	not_set	not_set	3	25	12
none	not_set	что купить маме на 8 марта	not_set	not_set	not_set	4	38	10.53
yandex/cpc	not_set	подарок для жены	not_set	not_set	not_set	41	145	28.28
none	not_set	подарок на 8 марта маме купить	not_set	not_set	not_set	10	30	33.33
yandex/cpc	not_set	подарить маме	not_set	not_set	not_set	31	224	13.84
yandex/cpc	not_set	подарки к 8 марта сотрудницам	not_set	not_set	not_set	11	32	34.38
none	not_set	(adwords) tortomarafon.ru	not_set	not_set	not_set	2	21	9.52
yandex/cpc	not_set	что подарить маме недорого	not_set	not_set	not_set	3	24	12.5
none	not_set	(adwords) qstikers.ru	not_set	not_set	not_set	9	33	27.27
none	not_set	(adwords) today-job.ru	not_set	not_set	not_set	6	39	15.38
yandex/cpc	not_set	подарки на 8 марта купить в москве	not_set	not_set	not_set	18	45	40
none	not_set	что можно подарить бабушке	not_set	not_set	not_set	3	24	12.5
yandex/cpc	not_set	что можно подарить девочкам на 8 марта	not_set	not_set	not_set	14	57	24.56
none	not_set	подарок на 8 марта любимой девушке	not_set	not_set	not_set	13	27	48.15
none	not_set	подарки женщинам коллегам на 8 марта	not_set	not_set	not_set	56	118	47.46
none	not_set	конфаэль	not_set	not_set	not_set	554	317	174.76
none	not_set	подарочные наборы на 8 марта	not_set	not_set	not_set	109	215	50.7
none	not_set	подарок на 8 марта заказать	not_set	not_set	not_set	28	55	50.91
yandex/cpc	not_set	подарок для бабушки	not_set	not_set	not_set	5	76	6.58
none	not_set	инструменты из шоколада	not_set	not_set	not_set	85	88	96.59
127.0.0.1/referral	not_set	none	not_set	not_set	not_set	0	24	0
confaelshop.ru/direct entry	not_set	none	not_set	not_set	not_set	850	1661	51.17
none	not_set	что подарить подруге	not_set	not_set	not_set	30	139	21.58
none	not_set	что подарить бабушке на 8 марта	not_set	not_set	not_set	9	53	16.98
none	not_set	что можно подарить жене	not_set	not_set	not_set	5	29	17.24
none	not_set	(adwords) www.kuponika.ru	not_set	not_set	not_set	12	42	28.57
none	not_set	(adwords) 5ka-sale.ru	not_set	not_set	not_set	9	38	23.68
none	not_set	что подарить маме	not_set	not_set	not_set	72	407	17.69
none	not_set	что купить на 8 марта девушки	not_set	not_set	not_set	7	29	24.14
yandex/cpc	not_set	букет из конфет купить в москве	not_set	not_set	not_set	26	35	74.29
googleads.g.doubleclick.net/campaigns	not_set	(adwords) today-job.ru	not_set	not_set	not_set	3	21	14.29
yandex/cpc	not_set	что подарить учителю на 8 марта	not_set	not_set	not_set	32	67	47.76
none	not_set	logo	not_set	not_set	not_set	102	57	178.95
none	not_set	(adwords) www.o-prirode.com	not_set	not_set	not_set	8	42	19.05
yandex/cpc	not_set	идеи подарков на 8 марта	not_set	not_set	not_set	14	60	23.33
none	not_set	что подарить девушке на 8 марта	not_set	not_set	not_set	228	815	27.98
none	not_set	что можно подарить девушке на 8 марта	not_set	not_set	not_set	26	136	19.12
none	not_set	(adwords) xn----8sbggdekmzvejcmfh8a7s.xn--p1ai	not_set	not_set	not_set	2	101	1.98
none	not_set	(adwords) pozdrav.a-angel.ru	not_set	not_set	not_set	3	31	9.68
googleads.g.doubleclick.net/campaigns	not_set	(adwords) zhenskoe-mnenie.ru	not_set	not_set	not_set	1	27	3.7
none	not_set	наборы на 8 марта	not_set	not_set	not_set	48	81	59.26
none	not_set	что подарить маме от дочки	not_set	not_set	not_set	5	38	13.16
none	not_set	что подарить маме на 8 марта	not_set	not_set	not_set	131	472	27.75
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sbank-gid.ru	not_set	not_set	not_set	3	81	3.7
googleads.g.doubleclick.net/campaigns	not_set	(adwords) katalogika.ru	not_set	not_set	not_set	11	48	22.92
none	not_set	дешевый подарок на 8 марта	not_set	not_set	not_set	13	43	30.23
none	not_set	подарить свекрови	not_set	not_set	not_set	12	30	40
yandex/cpc	not_set	сладкие открытки с днем рождения	not_set	not_set	not_set	17	88	19.32
yandex/cpc	not_set	подарки на 8 марта недорого и оригинально	not_set	not_set	not_set	10	26	38.46
none	not_set	подарки на 8 марта екатеринбург	not_set	not_set	not_set	19	34	55.88
none	not_set	(adwords) sbank-gid.ru	not_set	not_set	not_set	3	87	3.45
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sadovnikpro.ru	not_set	not_set	not_set	16	232	6.9
none	not_set	(adwords) axifla.ru	not_set	not_set	not_set	1	28	3.57
yandex/cpc	not_set	оригинальные подарки на 8 марта	not_set	not_set	not_set	48	171	28.07
